,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
79,79,고려대학교,Korea University,A,General,Seoul,정치외교학(정치사상),Political Science & International Relations(Political Thoughts),인문·사회,"Humanities 
& Social Science",X,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://politics.korea.ac.kr,
80,80,고려대학교,Korea University,A,General,Seoul,정치외교학(비교정치),Political Science & International Relations(Comparative Politics),인문·사회,"Humanities 
& Social Science",X,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://politics.korea.ac.kr,
81,81,고려대학교,Korea University,A,General,Seoul,정치외교학(국제정치),"Political Science & International Relations
(International Relations)",인문·사회,"Humanities 
& Social Science",X,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://politics.korea.ac.kr,
82,82,고려대학교,Korea University,A,General,Seoul,경제학(경제학),Economics(Economics),인문·사회,"Humanities 
& Social Science",O,Korean / English,TOPIK 3 or above,March or September,X,Korean / English,TOPIK 3 or above,March or September,http://econ.korea.ac.kr/econ/,
83,83,고려대학교,Korea University,A,General,Seoul,통계학(통계적데이터과학),Statistics(Statistical Data Science),인문·사회,"Humanities 
& Social Science",O,Korean / English,TOPIK 3 or above,March or September,X,Korean / English,TOPIK 3 or above,March or September,https://stat.korea.ac.kr/stat/intro/intro.do,
84,84,고려대학교,Korea University,A,General,Seoul,통계학(수리통계학),Statistics(Mathematical Statistics),인문·사회,"Humanities 
& Social Science",O,Korean / English,TOPIK 3 or above,March or September,X,Korean / English,TOPIK 3 or above,March or September,https://stat.korea.ac.kr/stat/intro/intro.do,
85,85,고려대학교,Korea University,A,General,Seoul,행정학(행정학), Public Administration(Public Administration),인문·사회,"Humanities 
& Social Science",O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,http://kupa.korea.ac.kr,
86,86,고려대학교,Korea University,A,General,Seoul,행정학(정책분석), Public Administration(Policy Analysis),인문·사회,"Humanities 
& Social Science",O,Korean / English,TOPIK 3 or above,March or September,X,Korean / English,TOPIK 3 or above,March or September,http://kupa.korea.ac.kr,
87,87,고려대학교,Korea University,A,General,Seoul,행정학(정책학), Public Administration(Policy Studies),인문·사회,"Humanities 
& Social Science",X,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,http://kupa.korea.ac.kr,
88,88,고려대학교,Korea University,A,General,Seoul,미디어학과(미디어학),"Department of Media & Communication
(Media & Communication)",인문·사회,"Humanities 
& Social Science",O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,mediacom.korea.ac.kr,
89,89,고려대학교,Korea University,A,General,Seoul,물리학과(입자물리학),"Physics
(Elementary Particle (High-Energy) Physics)",자연,Natural Sciences,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,physics.korea.ac.kr,
90,90,고려대학교,Korea University,A,General,Seoul,물리학과(핵물리학),Physics(Nuclear Physics),자연,Natural Sciences,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,physics.korea.ac.kr,
91,91,고려대학교,Korea University,A,General,Seoul,물리학과(응집물질물리학),Physics(Condensed Matter Physics),자연,Natural Sciences,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,physics.korea.ac.kr,
92,92,고려대학교,Korea University,A,General,Seoul,물리학과(양자광학),Physics(Quantum Optics),자연,Natural Sciences,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,physics.korea.ac.kr,
93,93,고려대학교,Korea University,A,General,Seoul,물리학과(통계물리학),Physics(Statistical Physics),자연,Natural Sciences,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,physics.korea.ac.kr,
94,94,고려대학교,Korea University,A,General,Seoul,"물리학과
(비선형동력학및생물물리학)",Physics(Nonlinear Dynamics & Biophysics),자연,Natural Sciences,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,physics.korea.ac.kr,
95,95,고려대학교,Korea University,A,General,Seoul,물리학과(양자정보물리학),Physics(Quantum information physics),자연,Natural Sciences,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,physics.korea.ac.kr,
96,96,고려대학교,Korea University,A,General,Seoul,화학과(물리화학),Chemistry(Physical Chemistry),자연,Natural Sciences,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,http://chem.korea.edu,
97,97,고려대학교,Korea University,A,General,Seoul,화학과(유기화학),Chemistry(Organic Chemistry),자연,Natural Sciences,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,http://chem.korea.edu,
98,98,고려대학교,Korea University,A,General,Seoul,화학과(무기화학),Chemistry(Inorganic Chemistry),자연,Natural Sciences,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,http://chem.korea.edu,
99,99,고려대학교,Korea University,A,General,Seoul,화학과(분석화학),Chemistry(Analytical Chemistry),자연,Natural Sciences,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,http://chem.korea.edu,
100,100,고려대학교,Korea University,A,General,Seoul,화학과(고분자화학),Chemistry(Polymer Chemistry),자연,Natural Sciences,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,http://chem.korea.edu,
101,101,고려대학교,Korea University,A,General,Seoul,화학과(생물화학),Chemistry(Biochemistry),자연,Natural Sciences,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,http://chem.korea.edu,
102,102,고려대학교,Korea University,A,General,Seoul,수학과(응용수학),Mathmatics(Applied Mathematics),자연,Natural Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://math.korea.ac.kr/,
103,103,고려대학교,Korea University,A,General,Seoul,지구환경과학과(지질과학),Earth and Environmental Sciences(Geology),자연,Natural Sciences,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,https://ees.korea.ac.kr/,
104,104,고려대학교,Korea University,A,General,Seoul,지구환경과학과(지질환경학),Earth and Environmental Sciences(Geospheric Environment),자연,Natural Sciences,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,https://ees.korea.ac.kr/,
105,105,고려대학교,Korea University,A,General,Seoul,지구환경과학과(대기환경학),Earth and Environmental Sciences(Atmospheric Environment),자연,Natural Sciences,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,https://ees.korea.ac.kr/,
106,106,고려대학교,Korea University,A,General,Seoul,지구환경과학과(지구물리학),Earth and Environmental Sciences(Geophysics),자연,Natural Sciences,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,https://ees.korea.ac.kr/,
107,107,고려대학교,Korea University,A,General,Seoul,"건축사회환경공학과
(Built Environment)","Civil, Environmental and Architectural Engineering
(Built Environment)",공학,Engineering,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,https://ace.korea.ac.kr,Tenure-track professors conduct their lectures 100% in English
108,108,고려대학교,Korea University,A,General,Seoul,"건축사회환경공학과
(Smart Construction & Mobility)","Civil, Environmental and Architectural Engineering
(Smart Construction & Mobility)",공학,Engineering,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,https://ace.korea.ac.kr,Tenure-track professors conduct their lectures 100% in English
109,109,고려대학교,Korea University,A,General,Seoul,"건축사회환경공학과
(Water & Ecosystems)","Civil, Environmental and Architectural Engineering
(Water & Ecosystems)",공학,Engineering,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,https://ace.korea.ac.kr,Tenure-track professors conduct their lectures 100% in English
110,110,고려대학교,Korea University,A,General,Seoul,"건축사회환경공학과
(Energy Systems)","Civil, Environmental and Architectural Engineering
(Energy Systems)",공학,Engineering,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,https://ace.korea.ac.kr,Tenure-track professors conduct their lectures 100% in English
111,111,고려대학교,Korea University,A,General,Seoul,"건축사회환경공학과
(Seismic Resilience)","Civil, Environmental and Architectural Engineering
(Seismic Resilience)",공학,Engineering,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,https://ace.korea.ac.kr,Tenure-track professors conduct their lectures 100% in English
112,112,고려대학교,Korea University,A,General,Seoul,건축학과(건축계획학),Architecture(Architectural Planning),공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,archi.korea.ac.kr,
113,113,고려대학교,Korea University,A,General,Seoul,건축학과(도시계획및도시설계), Architecture(Urban Planning & Urban Design ),공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,archi.korea.ac.kr,
114,114,고려대학교,Korea University,A,General,Seoul,기계공학(기계공학),Mechanical Engineering(Mechanical Engineering),공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,me.korea.ac.kr,
115,115,고려대학교,Korea University,A,General,Seoul,도시재생협동과정(도시재생),Program in Urban Regeneration(Urban Regeneration),공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,ucr.korea.ac.kr/,
116,116,고려대학교,Korea University,A,General,Seoul,도시재생협동과정(스마트도시),Program in Urban Regeneration(Smart City),공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,ucr.korea.ac.kr/,
117,117,고려대학교,Korea University,A,General,Seoul,산업경영공학과(산업경영공학)," Industrial and Management Engineering
(Industrial and Management Engineering)",공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,ie.korea.ac.kr,
118,118,고려대학교,Korea University,A,General,Seoul,신소재공학과(신소재공학전공),"Materials science and engineering 
(Materials science and engineering)",공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,mse.korea.ac.kr,
119,119,고려대학교,Korea University,A,General,Seoul,전기전자공학과(전기에너지),"Department of Electrical and computer Engineering
(Electrical Energy)",공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,ee.korea.ac.kr,
120,120,고려대학교,Korea University,A,General,Seoul,전기전자공학과(집적회로전공),"Department of Electrical and computer Engineering
(Integrated Circuits)",공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,ee.korea.ac.kr,
121,121,고려대학교,Korea University,A,General,Seoul,전기전자공학과(컴퓨터공학전공),"Department of Electrical and computer Engineering
(Computer Engineering)",공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,ee.korea.ac.kr,
122,122,고려대학교,Korea University,A,General,Seoul,전기전자공학과(제어·로봇·시스템),"Department of Electrical and computer Engineering
(Control, Robotics and Systems)",공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,ee.korea.ac.kr,
123,123,고려대학교,Korea University,A,General,Seoul,전기전자공학과(반도체 및 나노전공),"Department of Electrical and computer Engineering
(Semiconductor and Nano Systems)",공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,ee.korea.ac.kr,
124,124,고려대학교,Korea University,A,General,Seoul,"전기전자공학과
(통신 및 네트워크전공)","Department of Electrical and computer Engineering
(Communication and Networks)",공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,ee.korea.ac.kr,
125,125,고려대학교,Korea University,A,General,Seoul,"전기전자공학과
(신호 및 멀티미디어전공)","Department of Electrical and computer Engineering
(Signal Processing and Multimedia)",공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,ee.korea.ac.kr,
126,126,고려대학교,Korea University,A,General,Seoul,"화공생명공학과
(화공생명공학전공)","Chemical & Biological Engineering
(Chemical & Biological Engineering)",공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,cbe.korea.ac.kr,
127,127,고려대학교,Korea University,A,General,Seoul,"보건학협동과정
(환경 및 직업보건학)","Program in Public Health
(Environmental and Occupational Health)",자연·의학,Natural Science & Medicine,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,http://phealth.korea.ac.kr,Both natural science and medicine division are acceptible. Requirements for admission and graduation follow general regulation of Korea University Graduate School
128,128,고려대학교,Korea University,A,General,Seoul,"보건학협동과정
(역학 및 보건정보학)","Program in Public Health
(Epidemiology and Medical Informatics)",자연·의학,Natural Science & Medicine,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,http://phealth.korea.ac.kr,Both natural science and medicine division are acceptible. Requirements for admission and graduation follow general regulation of Korea University Graduate School
129,129,고려대학교,Korea University,A,General,Seoul,"보건학협동과정
(보건정책 및 병원관리학)","Program in Public Health
(Health Policy and Hospital Management)",자연·의학,Natural Science & Medicine,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,http://phealth.korea.ac.kr,Both natural science and medicine division are acceptible. Requirements for admission and graduation follow general regulation of Korea University Graduate School
130,130,고려대학교,Korea University,A,General,Seoul,보건학협동과정(국제보건학),Program in Public Health(Global Health),자연·의학,Natural Science & Medicine,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,http://phealth.korea.ac.kr,Both natural science and medicine division are acceptible. Requirements for admission and graduation follow general regulation of Korea University Graduate School
131,131,고려대학교,Korea University,A,General,Seoul,"보건학협동과정
(지역보건 및 사회역학)","Program in Public Health
(Community health and Social epidemiology)",자연·의학,Natural Science & Medicine,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,http://phealth.korea.ac.kr,Both natural science and medicine division are acceptible. Requirements for admission and graduation follow general regulation of Korea University Graduate School
132,132,고려대학교,Korea University,A,General,Seoul,교육학과(교육사철학 ),"Department of Education
(History and Philosophy of Education)",인문∙사회,Humanities & Social Sciences,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://edu.korea.edu/edu_en/index.do,
133,133,고려대학교,Korea University,A,General,Seoul,교육학과(교육공학 ),Department of Education(Educational Technology),인문∙사회,Humanities & Social Sciences,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://edu.korea.edu/edu_en/index.do,
134,134,고려대학교,Korea University,A,General,Seoul,교육학과(교육과정학 ),Department of Education(Curriculum Studies),인문∙사회,Humanities & Social Sciences,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://edu.korea.edu/edu_en/index.do,
135,135,고려대학교,Korea University,A,General,Seoul,교육학과(특수교육 ),Department of Education(Special Education),인문∙사회,Humanities & Social Sciences,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,https://edu.korea.edu/edu_en/index.do,
136,136,고려대학교,Korea University,A,General,Seoul,교육학과(교육심리 ),Department of Education(Educational Psychology),인문∙사회,Humanities & Social Sciences,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,https://edu.korea.edu/edu_en/index.do,
137,137,고려대학교,Korea University,A,General,Seoul,교육학과(교육측정통계),"Department of Education
(Educational Measurement and Statistics)",인문∙사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://edu.korea.edu/edu_en/index.do,
138,138,고려대학교,Korea University,A,General,Seoul,교육학과(상담 ),Department of Education(Counseling),인문∙사회,Humanities & Social Sciences,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,https://edu.korea.edu/edu_en/index.do,
139,139,고려대학교,Korea University,A,General,Seoul,교육학과(교육사회학 ),Department of Education(Sociology of Education),인문∙사회,Humanities & Social Sciences,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://edu.korea.edu/edu_en/index.do,
140,140,고려대학교,Korea University,A,General,Seoul,"교육학과
(교육행정학및고등교육학)","Department of Education
(Educational Administration & Higher Education)",인문∙사회,Humanities & Social Sciences,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://edu.korea.edu/edu_en/index.do,
141,141,고려대학교,Korea University,A,General,Seoul,"교육학과
(인적자원개발및성인계속교육학)","Department of Education
(Human Resource Development & Adult Continuing Education)",인문∙사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://edu.korea.edu/edu_en/index.do,
142,142,고려대학교,Korea University,A,General,Seoul,교과교육학과(역사교육전공),Curriculum and Instruction(History Education),인문∙사회,Humanities & Social Sciences,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://hisedu.korea.edu/hisedu_en/index.do,
143,143,고려대학교,Korea University,A,General,Seoul,국어교육학과(국어교육),Korean Language Education(Korean Language Education),인문∙사회,Humanities & Social Sciences,O,Korean 100%,TOPIK 6,March or September,X,Korean 100%,TOPIK 6,March or September,https://koredu.korea.edu/koredu_eng/index.do,"TOPIK 6급 이상 지원 가능
(TOPIK level 6 is required to apply)"
144,144,고려대학교,Korea University,A,General,Seoul,지리학과(인문지리),Geography(Human Geography),인문·사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://geoedu.korea.edu/geoedu_en/index.do,
145,145,고려대학교,Korea University,A,General,Seoul,지리학과(자연지리),Geography(Physical Geography),인문·사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://geoedu.korea.edu/geoedu_en/index.do,
146,146,고려대학교,Korea University,A,General,Seoul,영어교육학과(영어교육),"Department of English Education
(English Langauge Education)",인문∙사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://eled.korea.edu/eled_en/index.do,
147,147,고려대학교,Korea University,A,General,Seoul,체육학과(스포츠교육),Department of Physical Education(Sport Pedagogy),예체능,Entertainment & Sports,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://phyedu.korea.ac.kr/phyedu/edu/grad_info.do#none,
148,148,고려대학교,Korea University,A,General,Seoul,체육학과(스포츠경영),Department of Physical Education(Sport Management),예체능,Entertainment & Sports,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://phyedu.korea.ac.kr/phyedu/edu/grad_info.do#none,
149,149,고려대학교,Korea University,A,General,Seoul,체육학과(스포츠생리),Department of Physical Education(Sport Physiology),예체능,Entertainment & Sports,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://phyedu.korea.ac.kr/phyedu/edu/grad_info.do#none,
150,150,고려대학교,Korea University,A,General,Seoul,체육학과(여가및레크레이션),Department of Physical Education(Leisure & Recreation),예체능,Entertainment & Sports,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://phyedu.korea.ac.kr/phyedu/edu/grad_info.do#none,
151,151,고려대학교,Korea University,A,General,Seoul,체육학과(스포츠영양),Department of Physical Education(Sport Nutrition),예체능,Entertainment & Sports,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://phyedu.korea.ac.kr/phyedu/edu/grad_info.do#none,
152,152,고려대학교,Korea University,A,General,Seoul,체육학과(스포츠심리 ),Department of Physical Education(Sport Psychology),예체능,Entertainment & Sports,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://phyedu.korea.ac.kr/phyedu/edu/grad_info.do#none,
153,153,고려대학교,Korea University,A,General,Seoul,체육학과(스포츠역학 ),Department of Physical Education(Sports Biomechanics),예체능,Entertainment & Sports,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://phyedu.korea.ac.kr/phyedu/edu/grad_info.do#none,
154,154,고려대학교,Korea University,A,General,Seoul,"생활과학과
(패션디자인및머천다이징)",Human Ecology(Fashion Design & Merchandising),자연,Natural Science,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://homedu.korea.ac.kr/homedu/index.do,
155,155,고려대학교,Korea University,A,General,Seoul,생활과학과(식품영양학),Human Ecology(Food Science & Nutrition),자연,Natural Science,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://homedu.korea.ac.kr/homedu/index.do,
156,156,고려대학교,Korea University,A,General,Seoul,생활과학과(아동학),Human Ecology(Child Studies),인문∙사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://homedu.korea.ac.kr/homedu/index.do,
157,157,고려대학교,Korea University,A,General,Seoul,생활과학과(가정교육학),Human Ecology(Home Economics Education),인문∙사회,Humanities & Social Sciences,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://homedu.korea.ac.kr/homedu/index.do,
158,158,고려대학교,Korea University,A,General,Seoul,간호학과(간호과학),"Nursing
(Nursing Science)",자연,Natural Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://nursingeng.korea.ac.kr/nursing_en/index.do,
159,159,고려대학교,Korea University,A,General,Seoul,컴퓨터학과(소프트웨어),Computer science and engineering(Software),공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://info.korea.ac.kr/,
160,160,고려대학교,Korea University,A,General,Seoul,컴퓨터학과(컴퓨터교육),Computer science and engineering(Computing Education),공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://info.korea.ac.kr/,
161,161,고려대학교,Korea University,A,General,Seoul,컴퓨터학과(컴퓨터보안),Computer science and engineering(Computer Security),공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://info.korea.ac.kr/,
162,162,고려대학교,Korea University,A,General,Seoul,컴퓨터학과(전파통신공학),"Computer science and engineering
(Radio Communications and Engineering)",공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://info.korea.ac.kr/,
163,163,고려대학교,Korea University,A,General,Seoul,컴퓨터학과(인공지능응용),"Computer science and engineering
(Artificial Intelligence Applications)",공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://info.korea.ac.kr/,
164,164,고려대학교,Korea University,A,General,Seoul,인공지능학과(인공지능학과),Artificial Intelligence(Artificial Intelligence),공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://info.korea.ac.kr/,
165,165,고려대학교,Korea University,A,General,Seoul,뇌공학과(뇌공학),Brain & Cognitive Engineering(Brain & Cognitive Engineering),공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://info.korea.ac.kr/,
166,166,고려대학교,Korea University,A,General,Seoul,보건과학과(보건정책관리학전공),"Department of Public Health Sciences
(Health Policy & Management)",자연,Natural science,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://chs.korea.ac.kr/chs/index.do,
167,167,고려대학교,Korea University,A,General,Seoul,보건과학과(역학·위해관리학전공),"Department of Public Health Sciences
(Epidemiology & Risk management)",자연,Natural science,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://chs.korea.ac.kr/chs/index.do,
168,168,고려대학교,Korea University,A,General,Seoul,보건과학과(재활과학전공),"Department of Public Health Sciences
(Rehabilitation Sciences)",자연,Natural science,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://chs.korea.ac.kr/chs/index.do,
169,169,고려대학교,Korea University,A,General,Seoul,보건과학과(보건생명·식품과학전공),"Department of Public Health Sciences
(Biomedical & Food Sciences)",자연,Natural science,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://chs.korea.ac.kr/chs/index.do,
170,170,고려대학교,Korea University,A,General,Seoul,바이오의공학과(의료영상),Bioengineering(Medical Imaging Technology),공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://chs.korea.ac.kr/chs/index.do,
171,171,고려대학교,Korea University,A,General,Seoul,바이오의공학과(생체/나노소재),Bioengineering(Bio/Nanomaterials),공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://chs.korea.ac.kr/chs/index.do,
172,172,고려대학교,Korea University,A,General,Seoul,보건안전융합과학과(방사선의과학전공),"Health and Safety Convergence Science
(Medical and Radiologic Science)",자연,Natural science,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://chs.korea.ac.kr/chs/index.do,
173,173,고려대학교,Korea University,A,General,Seoul,정보보안학과(정보보안정책),Cybersecurity(Information Security Policy),공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://gss.korea.edu/sis_en/index.do,
174,174,고려대학교,Korea University,A,General,Seoul,정보보안학과(정보보안이론),Cybersecurity(Information Security Theory),공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://gss.korea.edu/sis_en/index.do,
175,175,고려대학교,Korea University,A,General,Seoul,정보보안학과(네트워크보안),Cybersecurity(Network Security),공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://gss.korea.edu/sis_en/index.do,
176,176,고려대학교,Korea University,A,General,Seoul,정보보안학과(소프트웨어보안),Cybersecurity(Software Security),공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://gss.korea.edu/sis_en/index.do,
177,177,고려대학교,Korea University,A,General,Seoul,정보보안학과(디지털포렌식),Cybersecurity(Digital Forensics),공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://gss.korea.edu/sis_en/index.do,
178,178,고려대학교,Korea University,A,General,Seoul,정보보안학과(융합보안),Cybersecurity(Convergence Security),공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://gss.korea.edu/sis_en/index.do,
179,179,고려대학교,Korea University,A,General,Seoul,정보보안학과(사이버국방),Cybersecurity(Cyber Defense),공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://gss.korea.edu/sis_en/index.do,
