,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
5,3,선문대학교,Sun Moon University,B,"General, Regional, Research",Chungnam / Asan,전자공학과,Department of Electronic Engineering,공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,X,,,,https://graduate.sunmoon.ac.kr/info/info01_0212.asp,
6,4,선문대학교,Sun Moon University,B,"General, Regional, Research",Chungnam / Asan,정보통신공학과,Department of Smart Information & Communication Engineering,공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://graduate.sunmoon.ac.kr/info/info01_0204.asp,"Prospective students 
- who are interested in artificial intelligence, image processing, and computer vision
- who have educational backgrounds relevant to the above fields (i.e. computer science, electronic engineering, software, etc)"
7,5,선문대학교,Sun Moon University,B,"General, Regional, Research",Chungnam / Asan,컴퓨터공학과,Department of Computer Science Engineering,공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://graduate.sunmoon.ac.kr/info/info01_0213.asp,
8,6,선문대학교,Sun Moon University,B,"General, Regional, Research",Chungnam / Asan,TESOL학과,Department of TESOL,교육,Education,O,Korean / English,TOPIK 3 or above,March or September,X,,,,https://graduate.sunmoon.ac.kr/info/info01_0110.asp,
9,7,선문대학교,Sun Moon University,B,"General, Regional, Research",Chungnam / Asan,국제경제통상학과,Department of International Economics And Trade,사회,Social Science,O,Korean / English,TOPIK 3 or above,March or September,X,,,,https://graduate.sunmoon.ac.kr/info/info01_0108.asp,
10,8,선문대학교,Sun Moon University,B,"General, Regional, Research",Chungnam / Asan,국제관계학과,Department of International Relations,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,X,,,,https://graduate.sunmoon.ac.kr/info/info01_0109.asp,
11,9,선문대학교,Sun Moon University,B,"General, Regional, Research",Chungnam / Asan,글로벌경영학과,Department of Global Business,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,X,,,,https://graduate.sunmoon.ac.kr/info/info01_0101.asp,
12,10,선문대학교,Sun Moon University,B,"General, Regional, Research",Chungnam / Asan,법학과,Department of Law,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.sunmoon.ac.kr/info/info01_0104.asp,
13,11,선문대학교,Sun Moon University,B,"General, Regional, Research",Chungnam / Asan,체육학과,Department of Physical Education,예체능,Entertainment & Sports,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.sunmoon.ac.kr/info/info01_0307.asp,
14,12,선문대학교,Sun Moon University,B,"General, Regional, Research",Chungnam / Asan,간호학과,Department of Nursing Science,의학,Medicine,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.sunmoon.ac.kr/info/info01_0306.asp,
15,13,선문대학교,Sun Moon University,B,"General, Regional, Research",Chungnam / Asan,물리치료학과,Department of Physical Therapy,의학,Medicine,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.sunmoon.ac.kr/info/info01_0302.asp,
16,14,선문대학교,Sun Moon University,B,"General, Regional, Research",Chungnam / Asan,국어국문학과,Department of Korean Language & Literature,인문,Humanities,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.sunmoon.ac.kr/info/info01_0103.asp,
17,15,선문대학교,Sun Moon University,B,"General, Regional, Research",Chungnam / Asan,신학과,Department of Theology,인문,Humanities,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.sunmoon.ac.kr/info/info01_0107.asp,
18,16,선문대학교,Sun Moon University,B,"General, Regional, Research",Chungnam / Asan,한국학과,Department of Korea,인문,Humanities,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.sunmoon.ac.kr/info/info01_0105.asp,
19,17,선문대학교,Sun Moon University,B,"General, Regional, Research",Chungnam / Asan,생명공학과,Department of Biotechnology,자연,Natural Science,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://graduate.sunmoon.ac.kr/info/info01_0202.asp,
20,18,선문대학교,Sun Moon University,B,"General, Regional, Research",Chungnam / Asan,환경생명화학공학과,Department of Environmental Bio·Chemical Engineering,자연,Natural Science,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://graduate.sunmoon.ac.kr/info/info01_0206.asp,
1,1,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,법학과,Law,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,X,,,,https://www.scnu.ac.kr/law/main.do,
2,2,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,행정학과,Public Administration,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,X,,,,https://www.scnu.ac.kr/pa/main.do,
3,3,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,경영학과,Business Administration,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,X,,,,https://www.scnu.ac.kr/ba/main.do,
4,4,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,무역학과,International Trade,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,X,,,,https://www.scnu.ac.kr/trade/main.do,
5,5,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,물류학과,Logistics,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,X,,,,https://www.scnu.ac.kr/logis/main.do,
6,6,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,"경영통상학부
(경영학전공)","Division of Business Administaration, International Trade and Commerce (Business Administration)",사회,Social Science,X,,,,O,Korean 100%,TOPIK 3 or above,March or September,https://www.scnu.ac.kr/ba/main.do,
7,7,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,"경영통상학부
(회계학전공)","Division of Business Administaration, International Trade and Commerce (Accounting)",사회,Social Science,X,,,,O,Korean 100%,TOPIK 3 or above,March or September,https://www.scnu.ac.kr/acc/main.do,
8,8,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,"경영통상학부
(무역학전공)","Division of Business Administaration, International Trade and Commerce (International Trade)",사회,Social Science,X,,,,O,Korean 100%,TOPIK 3 or above,March or September,https://www.scnu.ac.kr/trade/main.do,
9,9,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,"경영통상학부
(물류학전공)","Division of Business Administaration, International Trade and Commerce (Logistics)",사회,Social Science,X,,,,O,Korean 100%,TOPIK 3 or above,March or September,https://www.scnu.ac.kr/logis/main.do,
10,10,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,영어영문학과,English Language and Literature,인문,Humanities,O,Korean / English,TOPIK 3 or above,March or September,X,,,,https://www.scnu.ac.kr/englishedu/main.do,
11,11,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,일본학과,Japanese,인문,Humanities,O,Korean 100%,TOPIK 3 or above,March or September,X,,,,https://www.scnu.ac.kr/japan/main.do,
12,12,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,철학과,Philosophy,인문,Humanities,O,Korean 100%,TOPIK 3 or above,March or September,X,,,,https://www.scnu.ac.kr/philosophy/main.do,
13,13,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,교육학과,Education,인문,Humanities,O,Korean 100%,TOPIK 4 or above,March or September,X,,,,https://www.scnu.ac.kr/humanitas/main.do,
14,14,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,농업경제학과,Agricultrual Economics,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,X,,,,https://www.scnu.ac.kr/agrieco/main.do,
15,15,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,"소비자, 
가족아동학과",Consumer and Family-child studies,인문,Humanities,O,Korean 100%,TOPIK 3 or above,March or September,X,,,,https://www.scnu.ac.kr/welfare/main.do,
16,16,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,"교육학부
(영어교육전공)","School of Education
(English Education)",인문,Humanities,X,,,,O,Korean / English,TOPIK 3 or above,March or September,https://www.scnu.ac.kr/englishedu/main.do,
17,17,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,"교육학부
(사회교육전공)","School of Education
(Social Studies Education)",인문,Humanities,X,,,,O,Korean 100%,TOPIK 3 or above,March or September,https://www.scnu.ac.kr/soedu/main.do,
18,18,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,"교육학부
(수학교육전공)","School of Education
(Mathmaties Education)",인문,Humanities,X,,,,O,Korean 100%,TOPIK 3 or above,March or September,https://www.scnu.ac.kr/mathedu/main.do,
19,19,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,"교육학부
(교육학전공)","School of Education
(Education)",인문,Humanities,X,,,,O,Korean 100%,TOPIK 4 or above,March or September,https://www.scnu.ac.kr/humanitas/main.do,
20,20,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,국어국문학과,Korean Language and Literature,인문,Humanities,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://www.scnu.ac.kr/koredu/main.do,
21,21,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,경제학과,Economics,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://www.scnu.ac.kr/econo/main.do,
22,22,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,생물학과,Biology,자연,Natural Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://www.scnu.ac.kr/biology/main.do,
23,23,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,식품공학과,Food Science and Technology,자연,Natural Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://www.scnu.ac.kr/fst/main.do,
24,24,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,화학과,Chemistry,자연,Natural Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://www.scnu.ac.kr/chemistry/main.do,
25,25,"국립순천
대학교",Sunchon National University,B,"General, Regional, Research",Suncheon,식품영양학과,Food and Nutrition,자연,Natural Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://www.scnu.ac.kr/fn/main.do,
